text,label,label_name
聊到考试前一晚突然很没底，大家把手机放到一边不想看，睡前还在反复想,2,伤心
早上报名截止时间是周五下午，这件事照流程推进，当前状态保持不变,3,中性
聊到设备关键时刻突然卡住，队友脸色一下子沉了下来，只想把原因问清楚,1,愤怒
确认白板上写着下一次讨论时间以后，相关内容已经同步，相关内容已经记录,3,中性
聊到计划中的旅行终于确定，妹妹想马上把消息分享出去，整个人都松了一口气,0,开心
回家路上和家人通话后更加想家，队友整个人像被抽空了一样，只想安静地待一会儿,2,伤心
放学后新的学习计划开了好头，大家感觉今天特别顺，想把这份好心情留久一点,0,开心
这次手机里翻到以前的聊天记录，朋友把手机放到一边不想看，很久没有主动开口,2,伤心
下班前想到路上被人无理催促，朋友火气一下子上来了，再拖下去真的受不了,1,愤怒
回家路上想到想见的人临时来不了，大家忍不住叹了好几口气，心里一直有点堵,2,伤心
这次地图显示路线需要二十分钟，这条消息已经转发给相关同学，不影响当前计划,3,中性
聊到听到熟悉的歌突然想起以前，妈妈走路都变慢了，只想安静地待一会儿,2,伤心
这次路上被人无理催促，同事越想越觉得憋屈，只想立刻结束这场沟通,1,愤怒
这次下班路上看到了漂亮晚霞，队友感觉今天特别顺，一路上都觉得空气很清爽,0,开心
处理到系统日志生成了新的条目这一项时，页面内容已经确认，信息已经留档,3,中性
因为期待很久的面试通过了，同事感觉今天特别顺，想把这份好心情留久一点,0,开心
下班前想到投出去的简历一直没回音，朋友情绪低了好一会儿，心里一直有点堵,2,伤心
刚才看到白板上写着下一次讨论时间，文件名改成统一格式，资料放在固定位置,3,中性
早上看到别人都向前走了，妹妹觉得心里空了一块，只想让这一天快点过去,2,伤心
这次设备关键时刻突然卡住，队友觉得被耽误得很厉害，再拖下去真的受不了,1,愤怒
聊到比赛在最后一刻反超了，同事脸上的笑意藏不住，整个人都松了一口气,0,开心
晚上看到饭店营业到晚上九点，把它记到日程里，相关内容已经记录,3,中性
晚上临交作业前电脑突然死机，妹妹心里堵着一股火，只想立刻结束这场沟通,1,愤怒
这次车票信息已经发送到手机，相关内容已经同步，整体情况比较平稳,3,中性
刚才看到桌上没送出去的礼物，老师情绪低了好一会儿，过了很久才慢慢缓过来,2,伤心
这次系统提示需要重新登录，表格里已经更新这一项，按时间安排就可以,3,中性
这次公交刚好赶上了，我觉得整个人都轻松了，连晚饭都吃得更香,0,开心
放学后水杯放在书桌右侧，暂时不需要额外处理，后续再按通知处理,3,中性
因为预约成功后又被取消，我整个人都烦了起来，手头的效率都被拖慢,1,愤怒
聊到第一次尝试就成功了，她觉得这个下午很值得，感觉被生活轻轻推了一把,0,开心
晚上想到努力准备的比赛没有发挥好，他一时间不知道说什么，只想早点把灯关掉,2,伤心
处理到电梯正在维护中这一项时，负责的人已经收到通知，按时间安排就可以,3,中性
因为和家人通话后更加想家，他整个人没什么力气，说话都变少了,2,伤心
这次收到了朋友准备的小礼物，妹妹心里踏实又满足，连等待都不觉得烦了,0,开心
下午快递迟迟不更新还无法联系，大家整个人都烦了起来，只想立刻结束这场沟通,1,愤怒
确认表格已经整理到最新版本以后，把信息记录下来，后面继续正常推进,3,中性
这次明明提醒过还是出了同样的问题，老师心里特别窝火，很难再相信对方的解释,1,愤怒
确认办公室灯已经关闭以后，后面按通知继续跟进，流程到这里结束,3,中性
因为同伴又忘了提前说好的事，同学气得不想再解释，只想立刻结束这场沟通,1,愤怒
这次生日那天很少有人记得，同学感觉周围都安静了，很久没有主动开口,2,伤心
晚上想到周末终于能出去玩，同事心情慢慢扬了起来，对明天也多了一点期待,0,开心
今天想到比赛结束后没有人留下来，妹妹忍不住叹了好几口气，过了很久才慢慢缓过来,2,伤心
因为下班路上看到了漂亮晚霞，老师心情像被点亮了一样，这件小事让人记了很久,0,开心
这次看到书架第二层放着参考资料，之后再按时间检查，资料放在固定位置,3,中性
下午被拒绝后不知道怎么开口，妹妹手里的事情也做不下去，睡前还在反复想,2,伤心
回家路上攒钱买到了想要的东西，同事脸上的笑意藏不住，整个人都松了一口气,0,开心
周末想见的人临时来不了，妹妹眼眶有些发热，连回消息都提不起劲,2,伤心
因为刚排到窗口系统就暂停，他觉得这事太离谱，一整天的心情都被打乱,1,愤怒
这次晚上回家时路灯显得很冷清，他只想早点休息，觉得需要一点时间消化,2,伤心
这次系统日志生成了新的条目，表格里已经更新这一项，没有明显情绪变化,3,中性
这次加班结束发现天已经黑了，同学走路都变慢了，心里一直有点堵,2,伤心
这次收到了朋友准备的小礼物，他脚步都变轻快了，连等待都不觉得烦了,0,开心
这次预约成功后又被取消，我一瞬间没了耐心，需要先冷静一下,1,愤怒
这次听到对方说以后再说，同事胃口一下子没了，很难马上打起精神,2,伤心
下午等了半天对方只回一句不知道，老师连消息都不想回，手头的效率都被拖慢,1,愤怒
晚上看见以前的旧照片，妹妹忍不住叹了好几口气，只想让这一天快点过去,2,伤心
聊到会议上一直被打断，她说话语气都变重了，心里一直过不去,1,愤怒
这次想到喜欢的歌手发了新歌，同事心情慢慢扬了起来，一路上都觉得空气很清爽,0,开心
下午系统提示需要重新登录，看完后放回原处，流程到这里结束,3,中性
周末想到约好的时间被临时放鸽子，她手里的事情都被影响了，越拖越让人不满,1,愤怒
处理到明天课程按原计划进行这一项时，把信息记录下来，整体情况比较平稳,3,中性
因为期待很久的计划取消了，妹妹把手机放到一边不想看，很难马上打起精神,2,伤心
这次想到团队配合得特别顺利，大家突然对后面的事更有信心，一路上都觉得空气很清爽,0,开心
今天手机里翻到以前的聊天记录，老师心里酸酸的，很难马上打起精神,2,伤心
因为朋友专门来接自己，队友突然对后面的事更有信心，睡前还在回味,0,开心
下班前下雨天一个人走回家，我情绪低了好一会儿，连回消息都提不起劲,2,伤心
今天想到重要电话一直打不通，队友说话语气都变重了，希望对方能给个说法,1,愤怒
因为比赛结束后没有人留下来，队友说话忽然少了很多，感觉今天格外漫长,2,伤心
因为完成训练后看到了明显进步，大家把好消息看了好几遍，忍不住又看了一遍结果,0,开心
这次想说的话一直没机会说，大家心里像压着一块石头，心里一直有点堵,2,伤心
这次收到了久违的问候，妈妈感觉今天特别顺，对明天也多了一点期待,0,开心
这次看见以前的旧照片，队友很久都缓不过来，说话都变少了,2,伤心
早上被误解后没人愿意听解释，朋友觉得这事太离谱，这种体验让人很难接受,1,愤怒
这次被拒绝后不知道怎么开口，大家一时间不知道说什么，晚上也不太想出门,2,伤心
下班前想到抽中了想要的电影票，队友连普通的小事都变得顺眼，整个人都松了一口气,0,开心
晚上想到重要的东西弄丢了，同事脑子里反复想着这件事，心里一直有点堵,2,伤心
这次等了半天对方只回一句不知道，妹妹脸色一下子沉了下来，只想把原因问清楚,1,愤怒
聊到做错事后心里一直过不去，她觉得特别失落，连回消息都提不起劲,2,伤心
聊到等了半天对方只回一句不知道，同事越想越觉得憋屈，连后面的安排都受影响,1,愤怒
聊到原本热闹的群聊安静下来，老师一时间不知道说什么，心里一直有点堵,2,伤心
关于报名截止时间是周五下午，这条消息已经转发给相关同学，需要时再确认一次,3,中性
晚上公交刚好赶上了，妈妈忍不住笑出了声，回家的路都变得轻快,0,开心
这次听到对方说以后再说，老师心里慢慢沉了下去，很难马上打起精神,2,伤心
这次拿到了实习录用通知，大家眼神都亮了起来，心里一直暖着,0,开心
早上看到课程资料已经上传到群文件，之后再按时间检查，需要的时候再打开查看,3,中性
放学后想到下班路上看到了漂亮晚霞，我觉得自己又有能量了，觉得这一天没有白过,0,开心
这次等了半天对方只回一句不知道，他越处理越烦躁，越拖越让人不满,1,愤怒
这次文件已经放在桌面文件夹里，暂时不需要额外处理，需要的时候再打开查看,3,中性
这次看到别人都向前走了，同学胃口一下子没了，很久没有主动开口,2,伤心
因为刚整理好的桌面被弄乱，老师对这种处理方式很不满，一整天的心情都被打乱,1,愤怒
下午原本熟悉的路变得陌生，妈妈心情一点点暗了下来，很难马上打起精神,2,伤心
因为约好的时间被临时放鸽子，我越想越觉得憋屈，这件事必须尽快处理,1,愤怒
这次离别时没来得及好好道别，大家心情一点点暗了下来，很久没有主动开口,2,伤心
因为项目提前验收通过，妹妹脚步都变轻快了，后面的安排也变得有盼头,0,开心
今天网页加载完成后出现表格，把信息记录下来，这一步已经完成,3,中性
下午团队配合得特别顺利，他脚步都变轻快了，整个人都松了一口气,0,开心
记录里显示订单状态变为已发货，文件名改成统一格式，当前状态保持不变,3,中性
聊到拖了很久的作业终于完成了，大家把好消息看了好几遍，一路上都觉得空气很清爽,0,开心
早上看到图书馆八点开门，把它记到日程里，这一步已经完成,3,中性
这次项目提前验收通过，他觉得这个下午很值得，连等待都不觉得烦了,0,开心
周末刚整理好的桌面被弄乱，朋友整个人都烦了起来，连后面的安排都受影响,1,愤怒
这次演讲顺利结束，大家觉得整个人都轻松了，感觉被生活轻轻推了一把,0,开心
记录里显示实验记录保存到本地文件，确认后关闭了页面，后续再按通知处理,3,中性
这次期待很久的计划取消了，同学越想越不是滋味，晚上也不太想出门,2,伤心
记录里显示会议纪要发到了邮箱，页面内容已经确认，后续再按通知处理,3,中性
这次别人把责任推到自己身上，妈妈连消息都不想回，越拖越让人不满,1,愤怒
因为期待很久的面试通过了，大家说话都带着笑意，对明天也多了一点期待,0,开心
因为同一处被反复要求修改，同事心里特别窝火，一整天的心情都被打乱,1,愤怒
因为项目提前验收通过，老师觉得自己又有能量了，心里一直暖着,0,开心
早上想到同一件事被反复催促，老师火气一下子上来了，连后面的安排都受影响,1,愤怒
这次考试前一晚突然很没底，同事声音都低了下来，过了很久才慢慢缓过来,2,伤心
晚上想到有人说话阴阳怪气，我火气一下子上来了，一整天的心情都被打乱,1,愤怒
处理到天气预报显示明天多云这一项时，信息只是做了状态更新，后续再按通知处理,3,中性
回家路上辛苦排版的文档被覆盖，大家眉头立刻皱了起来，心里一直过不去,1,愤怒
关于订单状态变为已发货，看完后放回原处，当前状态保持不变,3,中性
聊到下雨天一个人走回家，她只想早点休息，连平时喜欢的事都没兴趣,2,伤心
刚才同一件事被反复催促，队友整个人都烦了起来，越拖越让人不满,1,愤怒
放学后看到餐厅排队人数显示为十六，记录按顺序排好了，后续再按通知处理,3,中性
放学后攒钱买到了想要的东西，同事心情像被点亮了一样，心里一直暖着,0,开心
下班前看到网页加载完成后出现表格，之后再按时间检查，按时间安排就可以,3,中性
聊到做错事后心里一直过不去，同学声音都低了下来，只想安静地待一会儿,2,伤心
刚才银行卡账单已经生成，这条消息已经转发给相关同学，需要时再确认一次,3,中性
聊到打开窗户闻到了清新的空气，大家一下子有了精神，想把这份好心情留久一点,0,开心
今天饭店营业到晚上九点，负责的人已经收到通知，后续再按通知处理,3,中性
聊到手机充了一晚还是没电，朋友火气一下子上来了，很难再相信对方的解释,1,愤怒
这次准备很久的礼物没被理解，她情绪低了好一会儿，晚上也不太想出门,2,伤心
因为外卖送错还没人处理，他心里那股火压不下去，再拖下去真的受不了,1,愤怒
下午做错事后心里一直过不去，她只想早点休息，只想早点把灯关掉,2,伤心
下班前想到被要求背不属于自己的锅，妹妹心里那股火压不下去，后来想起来还是不舒服,1,愤怒
这次老师把作业要求发到群里，页面内容已经确认，整体情况比较平稳,3,中性
聊到终于学会了一道难题，大家想马上把消息分享出去，觉得这一天没有白过,0,开心
因为同一处被反复要求修改，队友只想马上问清楚，越拖越让人不满,1,愤怒
这次想到雨停后天空变得很亮，他心情慢慢扬了起来，睡前还在回味,0,开心
这次商家答应退款却一直拖，妈妈只想马上问清楚，连后面的安排都受影响,1,愤怒
刚才朋友专门来接自己，同事把好消息看了好几遍，回家的路都变得轻快,0,开心
这次辛苦排版的文档被覆盖，他连消息都不想回，这件事必须尽快处理,1,愤怒
聊到比赛在最后一刻反超了，朋友觉得整个人都轻松了，对明天也多了一点期待,0,开心
下午被拒绝后不知道怎么开口，他越想越不是滋味，连平时喜欢的事都没兴趣,2,伤心
因为听到了家里传来的好消息，同事感觉今天特别顺，晚上做题都更有劲了,0,开心
聊到下雨天一个人走回家，同事只想早点休息，晚上也不太想出门,2,伤心
聊到团队配合得特别顺利，队友说话都带着笑意，忍不住又看了一遍结果,0,开心
聊到同一件事被反复催促，我整个人都烦了起来，一整天的心情都被打乱,1,愤怒
这次想到做的菜被家人夸好吃，同事整个人放松下来，一路上都觉得空气很清爽,0,开心
这次别人把责任推到自己身上，我越解释越觉得累，越拖越让人不满,1,愤怒
因为抽中了想要的电影票，我眼神都亮了起来，忍不住又看了一遍结果,0,开心
刚才想到看到桌上没送出去的礼物，妈妈忍不住叹了好几口气，晚上也不太想出门,2,伤心
这次第一次尝试就成功了，他整个人放松下来，睡前还在回味,0,开心
这次老师把作业要求发到群里，页面内容已经确认，只是普通的信息更新,3,中性
下午想到期待很久的面试通过了，老师心里踏实又满足，睡前还在回味,0,开心
聊到下雨天一个人走回家，他很久都缓不过来，脑子里一直空空的,2,伤心
聊到团队配合得特别顺利，同事想马上把消息分享出去，想把这份好心情留久一点,0,开心
今天打印到一半突然没纸还没人补，队友只想马上问清楚，很难再相信对方的解释,1,愤怒
聊到告别的时候对方走得很急，同事一时间不知道说什么，连平时喜欢的事都没兴趣,2,伤心
这次房间被收拾得很舒服，队友一下子有了精神，感觉被生活轻轻推了一把,0,开心
这次听到对方说以后再说，妹妹很久都缓不过来，很久没有主动开口,2,伤心
关于书架第二层放着参考资料，备注栏补充了日期，后续再按通知处理,3,中性
