text,label,suspected_label,matched_keywords,label_keyword_score,suspected_keyword_score,risk_reason
爱心专递还记得小时候收到礼物时那种开心吗？但这种开心，不少青海贫困地区的宝宝却从没体验过！11月20日国际儿童日来了，参加爱心拍卖，每本微博一次，就增加1元善款，和帮宝适一起给TA们送上人生中的第一份礼物。11月20日前可参加抽奖，获奖名单每周五见官方微博。,厌恶,喜悦,开心,0,2,possible_label_mismatch
回复为毛这名字如此猥琐！！！哈哈哈哈，太搞笑老染简柒……安子苒。咳咳。我想到了安远兮。1苏2陌3浅4诗5漠6染7安8夏9木0伊。二.月份：1颜2唯3洛4雨5潇6子7小8简9晗10宇11景12悠。三.日期：1苒2若3希4韵5雅6朵7涵8蔓9曦10璇11暄12默13言14柒15嫣16紫17荨18帆19末20凉21落22尘23语24轩25歌26熙27夕28影29莫30然31语。我染悠歌，还不赖,愤怒,喜悦,哈哈,0,2,possible_label_mismatch
以后姐改名“全有”……【80后偷偷“变老”的表现】1.不爱发短信;2.不喜欢沉浸在感情思考中;3.喜欢独处;4.爱看法制、探索频道;5.加了很多QQ群，但是不爱发言;6.偶尔哼着是几年前的老歌；7.床头会有一本书；8.开始每天吃早餐；9.偶尔会收拾整理卫生；10.偶尔会叮嘱父母要注意身体。你占了几条？,厌恶,喜悦,喜欢,0,2,possible_label_mismatch
国货一直在进步今非昔比了真是杯具，为什么每次想要支持一下国货都会让我感到绝望；记得十一年多以前，家里买的第一台VCD就是新科的，结果让我第一次体验到了卡机卡到绝望的状态；这次买车载导航SALES又极力推荐新科，昏昏然下了单，支架装不稳不说，移动电视那个卡啊～借用一下您的话，真是一卡11年哪～！,厌恶,低落,绝望,0,2,possible_label_mismatch
。【关于幸福】幸福就是每天早晨一睁眼，发现自己还活着。,低落,喜悦,幸福,0,2,possible_label_mismatch
爱情就是一场意外/我对于你，只是场意外；你对于我，却是一场爱情。一个人自以为刻骨铭心的回忆，别人早已经忘记了。有些人的恋爱，仅仅是爱上了“恋爱”。专一不是一辈子只喜欢一个人，是喜欢一个人的时候一心一意。早安,厌恶,喜悦,喜欢,0,2,possible_label_mismatch
完了……怒火攻心荒诞路线还可以接受！～～《天地逃生》简直就是超级大烂片啊！！！！！凯奇的烂片之路看来是要继续到2012了………………《灵魂骑士2》续集《复仇之灵》将在2012年2月17日上映，而且是3D电影。导演换成了《怒火攻心》和《天地逃生》的导演，尼古拉斯·凯奇（NicolasCage）将继续扮演男主角。换导演相信会比第一集强不少，前一集太烂了,低落,愤怒,怒,0,2,possible_label_mismatch
什么是恋爱？难道就是喜欢、就是答应、就是在一起？可是一起后要做什么事情呢？如果发短信息给一个人，他一直不回，不要再发了，没有这么卑微的等待；如果一个人开始怠慢你，请你离开他，不懂得珍惜你的人不要为之不舍；不开心的时候白天看看蓝天，晚上看看夜色，广阔的天空自有属于我们爱。保持一份自信，做最好的自己，宁可高傲地发霉，不要低调地恋爱。早安,厌恶,喜悦,开心 | 喜欢,0,2,possible_label_mismatch
哈哈哈哈女儿今晚画了个和她小男朋友的梦想城堡，还说：“妈妈，一楼是客厅，二楼是他住的，三楼是我住的，没你住的地方了。”没良心啊。。。。也许爱情只是因为寂寞，需要找一个人来爱，即使没有任何结局，但自己坚持的幻觉，总让自己一痛再痛，渐渐变的自私，很多人不需要再见，因为只是路过而已，遗忘就是我们给彼此最好的纪念。一个人的一生可以有多少时间给另一个人，爱也许只是在一瞬间，这份爱，却也让人记忆了一辈子。下午茶,厌恶,喜悦,哈哈,0,2,possible_label_mismatch
谁骂我家小熊了!?去你妹的!!!够钟回家吃馊饭了!!!这是我的微博！！！！你凭什么在我这大呼小叫的~！！！既然是我的地盘我就有资格~！！！！你要闹时就在你那里闹不要在我这里~~！！！这你地盘，你有啥资格叫别人滚我再次声明下，有粉丝说要投诉，说不公平，这网络的是是非非谁能分辨的清楚，说刷票也好，作弊也罢。还有人拿出了证据，但这些都不能说明什么。。也许就是人家努力的结果也说不定，就算真是刷了。。这事我们也不打算追究下去，因为之前的游戏规则没有规定，所以我们只能根据最终结果定胜负。谢谢各位。,喜悦,愤怒,骂 | 滚,0,2,possible_label_mismatch
喜欢！好萌！樱桃小丸子同学很小很小的时候。你喜欢吗？,愤怒,喜悦,喜欢,0,2,possible_label_mismatch
晕的了！偶们的小远又帅又尽职谁骂你呢！tmd！一搜索我的名字都是粉丝骂我的网页!!!严重诋毁一些新结识的朋友对我的第一印象！妈的！！我终于明白你为什么半年改一次名字了！,厌恶,愤怒,骂,0,2,possible_label_mismatch
我擦～邻居在打架，女人的声音是高八度再高八度……刺耳滴愤怒！反复一句话：你要不要脸你要不要脸……爱看热闹的老爷，站在门口听了两句，很郁闷滴说：台词不清楚，不听了！,厌恶,愤怒,愤怒 | 怒,0,2,possible_label_mismatch
哈哈，这个太形象了，最喜欢葫芦兄弟。当你童年的偶像长大了……,厌恶,喜悦,喜欢 | 哈哈,0,2,possible_label_mismatch
我身材看上去就这么骗人啊，试了N个柜台的牛仔裤、、没一条能穿下的。不是穿不下就是穿进去了不舒服的、。好无奈啊！整层楼兜了好几圈，才在茫茫衣海中依恋那么一条。、。跟我们一样迷茫的样子。哈哈,低落,喜悦,舒服 | 哈哈,0,2,possible_label_mismatch
有她在。我就不是一个人。她让我变得有意义。让生活变得充实。当你真心实意去喜欢一个人，爱一个人，你就会知道幸福的含义。为前方风景很美丽，起伏不定的美图转为周笔畅在成都的图转一个人时不喧不嚷、安安静静；一个人时会寂寞，用过往填充黑夜的伤，然后傻笑自己幼稚；一个人时很自由，不会做作，小小世界任意行走；一个人时要坚强，泪水没肩膀依靠就昂头，没有谁比自己爱自己更实在；一个人的日子我们微笑，微笑行走，微笑面对。一个人很美很浪漫！一个人很静很淡雅！,愤怒,喜悦,喜欢 | 幸福,0,2,possible_label_mismatch
亲爱的，你知道吗？阿根廷队官网竟然加我关注，成为我的粉丝。也许你知道后，一定会很开心吧。可是真的，我很想知道，难道我真的有那么糟糕吗？为何你不在喜欢我，那么快就背弃所有的誓言？,厌恶,喜悦,开心 | 喜欢,0,2,possible_label_mismatch
哈哈哈哈吓死我了【爆猛料】1992年在故宫发生的真是灵异事件......CCTV都播出了，想知道真相吗？问问你身边20岁以上的，很多人都知道，就不告诉你~,厌恶,喜悦,哈哈,0,2,possible_label_mismatch
遇过Too这样的情况.很无语...丢了我外婆的面面哦.我也遇到过类似的情况……一女士站起来要给站在旁边的一位六七十岁的白发老人让座，老人客气了一下，旁边的一位50岁左右妇人，以迅雷不及掩耳之势抢占了座位，以很理所当然的姿势得意地坐着，露出胜利的微笑，完全不顾及旁人的眼光……我当时站在旁边彻底无语了！这是怎么样的一种心态？,愤怒,厌恶,无语,0,2,possible_label_mismatch
回复哈哈，谢谢你鼎立看好呀，谢谢你们，是你们，生活才精彩一般般这些都应该的阿我很看好你哦！哈哈这是我工作职责嘛你真敬业啊佩服你们辛苦了。我看到了你们的真诚和热情，我很感动！机会还将会的，以后更加高级啦。看好了喔。,厌恶,喜悦,哈哈,0,2,possible_label_mismatch
"把弯路走直的人是聪明的，他找到了捷径；把直路走弯的人是豁达的，他多看了几道风景。别抱怨生活欠了你什么，生活根本就不知道你是谁。痛苦来自于回忆和现实的差距“慢慢才知道很多东西是可遇而不可求的,很多东西只能拥有一次；慢慢才知道人的性格可以差异到如此之大；慢慢才知道,两个天天在一起的人不一定是朋友,有可能什么都不是；慢慢才知道,手机是别人有事找你时用的,并不是为交流感情的；慢慢才知道,快乐常常来自回忆,而痛苦常常来自于回忆与现实的差距。”",厌恶,低落,痛苦,0,2,possible_label_mismatch
就是聰明~哈哈！啊哈哈，金牛，还不赖倒数第三名,厌恶,喜悦,哈哈,0,2,possible_label_mismatch
"呵呵,多买一间房当衣橱不就行了,哈哈哈哈NN的，再搬家一定要买一个超大超大超大超大的衣橱！只要够大，睡里面我都愿意，再也不受换季折腾之苦，把所有衣服都挂起来！",愤怒,喜悦,哈哈,0,2,possible_label_mismatch
这个年龄都会觉得自己怪怪的别介意继续你喜欢的运动保证营养别忌口！现在也许你会很想长成大人姐姐想告诉你10几岁的日子过掉后就只有20几岁了是独一无二的，开心每天,厌恶,喜悦,开心 | 喜欢,0,2,possible_label_mismatch
回复不能不满足啊。看看你幸福得都不知不觉了那是超幸福啊这夜太让人无力去抗拒了！明天来得太快，总感觉有些不知所措……,厌恶,喜悦,幸福,0,2,possible_label_mismatch
哈哈哈哈~噗..................我就不解释了……………………你们懂得,厌恶,喜悦,哈哈,0,2,possible_label_mismatch
2/11一个月的开始、我要好好的工作、好好的睡，我要快乐，每天都要快乐,低落,喜悦,快乐,0,2,possible_label_mismatch
看图，心里明白不说话看图麻烦去把通稿核对通顺了再来发，前后矛盾糊弄谁呢？姥姥姥爷的惊喜？韩庚到底是知道啊还是知道啊还是知道啊？……40度的高温把两位老人家从东北架到北京来，也难怪韩庚个大孝子一来就问了，人家担心老人家身体，谢谢~惊喜？冷笑。,低落,喜悦,惊喜,0,2,possible_label_mismatch
27寸LED宽屏背光显示器感觉比iMac要清爽很多……哈哈……忍,愤怒,喜悦,爽 | 哈哈,0,2,possible_label_mismatch
你们真的有夫妻相了、、、祝你们幸福、、、一定要幸福呜呜呜呜呜呜~~~~,愤怒,喜悦,幸福,0,2,possible_label_mismatch
我是第二哦。光棍节啦，快来娶我吧！哈哈你快来看我他么能别什么都前不前后不后的嘛幸福的意义处女座。,愤怒,喜悦,幸福 | 哈哈,0,2,possible_label_mismatch
完整版我喜欢胖妹万岁！！[完整版]情绪多次失控的小胖妹民警，笑死，8分钟完整版。,愤怒,喜悦,喜欢 | 笑死,0,2,possible_label_mismatch
因为，是美人儿阿！><讨厌讨厌，调我们胃口>_<达人赶快说啦,喜悦,愤怒,讨厌,0,2,possible_label_mismatch
回复要是真的可以预言我早就发了！！！我也中过...魔术师不会预言么??....哈~估计大家都会这么说的.端午快乐.O哈哈~又中了末等奖。,愤怒,喜悦,快乐 | 哈哈,0,2,possible_label_mismatch
第八，凑合吧哈哈哈哈，我是最好的妻子哦，刘赖，恭喜你赚到了。【十二星座中最好的妻子排名今天你第一了吗？】第一名：天秤座。第二名：金牛座。第三名：巨蟹座。第四名：狮子座。第五名：处女座。第六名：天蝎座。第七名：射手座。第八名：摩羯座。第九名：水瓶座。第十名：双鱼座。第十一名：双子座。第十二名：白羊座。,愤怒,喜悦,哈哈,0,2,possible_label_mismatch
呵呵...阿妹的歌差点新意了，MV一般，配器一般......突然发现站了好久，不知道要往哪走。还不想回家的我，再多人陪只会更寂寞。的这首《如果你也听说》一度是我MP4里单曲循环的一首歌。很喜欢阿妹和周杰伦的首度合作，词曲都很好，很伤感，我喜欢！,厌恶,喜悦,喜欢,0,2,possible_label_mismatch
只有一个人“一个人生活，可以很快乐！可是，只有一个人，便不能说是幸福。”,厌恶,喜悦,快乐 | 幸福,0,2,possible_label_mismatch
我就感动，我就感动！我就感动到哭，就感动！！！“还记得年少时的梦吗像朵永远不凋零的花”。以前就很喜欢《爱的代价》，也最喜欢这句。刘伟感动到我了~加油~,厌恶,喜悦,喜欢,0,2,possible_label_mismatch
哈哈哈哈了解了解转走，不解释！！在学校拍的不解释人家车主盯着我看我照拍不误,愤怒,喜悦,哈哈,0,2,possible_label_mismatch
同求求健康，求休息。怎么能廿型仔南乳糯米豆腐~~~以後蛋糕上都插一根蠟燭，那麼多蠟燭吹死大家了，哈哈哈求健康。求休息。求快乐。,愤怒,喜悦,快乐 | 哈哈,0,2,possible_label_mismatch
黑莓和爱疯我喜欢，可惜不喜欢联通果粉们有福了，中国联通副总经理李刚称，计划年内推出黑莓手机和支持WiFi功能的iPhone手机。,低落,喜悦,喜欢,0,2,possible_label_mismatch
“这本小说真正想告诉我们的是，他和她，孤独而坚强地活着，只为了互相寻找到对方，所有的情节和人物只是为了帮助他们能够再次相遇。”金句“不解释就弄不懂的事，就意味着即使解释也弄不懂。”终于合上这本书了，以上这句话其实就是全文的概括。故事的结尾，当很多悬念依旧是悬念时，这本小说真正想告诉我们的是，他和她，孤独而坚强地活着，只为了互相寻找到对方，所有的情节和人物只是为了帮助他们能够再次相遇。,厌恶,低落,孤独,0,2,possible_label_mismatch
哈哈哈喜欢天蝎的。。。金牛那个……便便上落着苍蝇【12星座专属小蛋糕】每一个星座都有自己的性格，每一个星座都代表着一种生活的态度。每一个星座也都有自己的专属蛋糕~看看哪一种是属于你的？,愤怒,喜悦,喜欢 | 哈哈,0,2,possible_label_mismatch
简直痴晒线!!我们328的都有，为何还是单身328啊？男人都疯掉了~~娶到摩羯很幸福，谢谢~哈哈哈,愤怒,喜悦,幸福 | 哈哈,0,2,possible_label_mismatch
干嘛要犒赏自己，对自己生气。。哼〓12星座女瘦不了的原因〓1、白羊—没空减肥。2、金牛—太过结实。3、双子—事业不顺。4、巨蟹—喜欢吃食物非吃不可。5、狮子—缺乏运动。6、处女—更年期。7、天秤—生活太安逸太幸福。8、天蝎—找不到动力。9、射手—得过且过。10、摩羯—用吃犒赏自己。11、水瓶—自我放弃。12、双鱼—很会找理由。,低落,喜悦,喜欢 | 幸福,0,2,possible_label_mismatch
为嘛那么爽是的，还有本人要买的一张，不过周天后说给我的是VIP~哈哈！周笔畅同学加油咯，在台湾吃好、养好到最佳状态，我们演唱会现场见！,愤怒,喜悦,爽 | 哈哈,0,2,possible_label_mismatch
这个可以借鉴~为了我的减肥大计~我已经成功减掉8斤，我有动力~哇哈哈哈哈。。。。我的目标是110以下这样吃的话我会屎这一天才够我吃一顿啊及有利于人体健康、年轻的核酸饮食法而设计的，坚持两个星期，你会发现不仅身材日渐苗条，皮肤也更加细腻光滑。如感到饿可在早午饭之间加酸奶一杯。,厌恶,喜悦,哈哈,0,2,possible_label_mismatch
:无最使人疲惫的往往不是道路的遥远，而是你心中的郁闷；最使人颓废的往往不是前途的坎坷，而是你自信的丧失；最使人痛苦的往往不是生活的不幸，而是你希望的破灭；最使人绝望的往往不是挫折的打击，而是你心灵的死亡；所以我们凡事要看淡些，心放开一点，一切都会慢慢变好的。早安,厌恶,低落,痛苦 | 绝望,0,2,possible_label_mismatch
...............还是那句话：我国服，我二逼。【《巫妖王之怒》开服，“自由”被屏蔽】《巫妖王之怒》推出两年后，在对其内容进行大幅修改的前提下，终于通过有关部门的审批向大陆玩家开放。网易在系统中加入了许多屏蔽的关键词，比如“自由”……《魔兽世界》论坛上，玩家对此表达了强烈不满，并利用各种方式进行讽刺：,低落,愤怒,怒,0,2,possible_label_mismatch
"俺也喜欢伍部长，没这活宝，围脖得少多少乐呀我操！你傻的真可爱！这是哪个傻逼喊的？？三鹿奶喝多了，地沟油灌多了！！可爱的5号！！我操！！！！！！！！！！！！！你真可爱！！！！！！！！！！！＂部长，你是个为我们平头百姓着想的好领导，我们喜欢你！""我不知道他是谁，但这一瞬间，真的很感动很满足。",低落,喜悦,喜欢,0,2,possible_label_mismatch
ikea“猫”营销，100只猫在宜家——下班关门之后，把100只猫放进了店里，安放许多摄像头，然后录下这些猫咪一夜之间所做的事。猫就是给人慵懒闲事的“家”的感觉~~换作100只狗的话就完蛋了，乱作一团，到处看到有某些小盆友在沙发边抬腿撒尿..哈哈哈哈,低落,喜悦,哈哈,0,2,possible_label_mismatch
我是笨蛋。「抱住」不许不开心，不开心的是笨蛋。:「抱」不给不好。心情不好、非常不好。,厌恶,喜悦,开心,0,2,possible_label_mismatch
不会有事的，我保佑你。哈哈哈哈明早8点飞杭州，希望航班顺利！,厌恶,喜悦,哈哈,0,2,possible_label_mismatch
加油祝福~:希望活下来后的生活能让你快乐！:坚强加油…早日康复！:上天保佑！！:太好了，加油啊！！！[爱心专递]好消息，梁太的儿子奇迹生还，M16爆头，10分钟延迟救援，脑子被炸开，终于成功抢救。医生称这是医学奇迹，梁太说是丈夫和2姐妹的保佑。现在梁太的儿子情况稳定，48小时后就能去普通病房愿你俩坚强，一生健康平安,厌恶,喜悦,快乐 | 太好了,0,2,possible_label_mismatch
雨水终于带走数日的闷热了，心情自然凉爽翻。今日开始放假，学校开始冷清了，又寂寞翻了。我不喜欢寂寞，逼使我要归家过节去，希望听日唔好落雨吧，等我轻轻松松回家去。,低落,喜悦,喜欢 | 爽,0,2,possible_label_mismatch
国庆放三天，睡三天，做一次懒猫，都系一件快乐幸福的事。,愤怒,喜悦,快乐 | 幸福,0,2,possible_label_mismatch
我吐，恶心呀爱美的MM要注意！:怎么可能::真的假的啊？太可怕太恶心啦:真的吗？不可思议。。。如果你戴美瞳就要好好护理它，不要戴好多天不摘。。否则。。就会可能和照片上一样哦,低落,厌恶,恶心,0,2,possible_label_mismatch
UN的鞋子我最喜欢的也是这款～好特别``喜欢`穿着UnitedNude出去，一路上几乎所有的人都在望着我的鞋!!!真的太美了,愤怒,喜悦,喜欢,0,2,possible_label_mismatch
回复某女人净系霖到食。。某女人曾经单纯美好的我们。。好彩我唔怀念!!哈哈哈。。。我至今仍是蛇！！唔系曾经，唔使怀念哇！！哈哈哈。。。。还有车仔白粥同糯米鸡！清晨，还没睡，突然好想出去走走，想起曾经的我们也是大清早去上课、长寿山！怀念曾经单纯美好的我们！,厌恶,喜悦,哈哈,0,2,possible_label_mismatch
是条汉子！哈哈哈哈.....正！麻烦你和日本人讲声，钓鱼岛是中国的。via刘岩非语,厌恶,喜悦,哈哈,0,2,possible_label_mismatch
回复怎么不好意思，目前在春晚上蹦达的一个女的原来就跟我一个朋友混过一段儿，他现在有时候跟我们吃饭还胡咧咧呢。他那玩意儿好意思拿出来炫耀啊哈哈怎么说呢？对那些倒霉男人来说，也许那是一种能够快乐，或者是可以炫耀的事情吧？我怀疑每一个一夜爆红的青春美女后面都有一个艳照门...,愤怒,喜悦,快乐 | 哈哈,0,2,possible_label_mismatch
哈哈哈哈哈TX的是广播我日你妹的TX微博,厌恶,喜悦,哈哈,0,2,possible_label_mismatch
哈哈打劫！！！！！一箱的ipad啊！我承认我想打劫了！哈哈,愤怒,喜悦,哈哈,0,2,possible_label_mismatch
你是我旗下艺人我常推荐别人的照片，居然也有人推荐我的了。。。很意外，也很兴奋，哈哈，谢谢捧场！多提意见哈分享的博文：婚礼跟拍：早恋的孩子结婚了(10张)貌似可以自己开个影楼哈哈哈宣传下,愤怒,喜悦,哈哈,0,2,possible_label_mismatch
生活得不够稳定，所以每次看到很可爱的狗狗都爱莫能助，但我都会蹲下来抱抱他们，跟他们说说话，告诉他们会有个负责任的主人来领养他们，并祝福他们平安幸福。今天天桥下又看到一只3个月大的金毛儿，超级可爱，卖人民币680。明天带闺蜜去看这只狗，希望她会喜欢并可以善待小家伙的一辈子。,厌恶,喜悦,喜欢 | 幸福,0,2,possible_label_mismatch
切···你表逼我啊···你敢不敢不让我看到你这么不要费斯的话~~~我脚着我不做公关白瞎了我这人才··我啥人都敢找啊哇哈哈哈哈···我脸皮要厚SHI了,厌恶,喜悦,哈哈,0,2,possible_label_mismatch
九尾狐呢……啊哈哈哈哈哈，那眼神和呼之欲出的呻吟的嘴型哇……我被萌到了！唉...女人太不容易了！这是女人们在婚礼上最大的悲剧了,厌恶,喜悦,哈哈,0,2,possible_label_mismatch
初恋紅豆冰報名15項阿牛搶金馬靜茹报名最佳新人—最佳女配角，。。就是你说过5分钟可以当影帝，你的没对白，也可以啦！哈哈。加油加油，影视红星！哈哈,低落,喜悦,哈哈,0,2,possible_label_mismatch
"哈哈！和我一样是熊猫……点燃蜡烛偶不抓狂了早年，他一心想当一名哲学家，试图解决人类最基本的命题---存在。好可爱的熊猫……我灰常喜欢炒股,最近灰常困难……索罗斯是大师级的金融理论家，他总是静若止水，心气平和，即不纵情狂笑，也不愁眉紧锁，他拥有参与投资游戏的独特方法，拥有认识金融市场所必需的特殊风格，具有独特的洞察市场的能力。而使其成功的首要秘诀，则是他的哲学观。",愤怒,喜悦,喜欢 | 哈哈,0,2,possible_label_mismatch
。。。。。。温岚——祝我生日快乐为今天生日的点一首歌。我觉得这首歌特别适合你。杨总，你看我每天接触的词汇：美味、暴餮，于是我光荣地肥了。而你呢？也许你遇到了美腿、遇到了纯情、遇到了少女、少妇，但你最终还是光荣地寂寞了。全运营部的同事们都祝你能找到幸福。,厌恶,喜悦,快乐 | 幸福,0,2,possible_label_mismatch
如果有来世，别到这儿来了如果有来世，别到这儿来了。11岁女孩昨天早晨6点多钟，从海淀冠城园楼上跳下来当场死亡。时间在开学正式上课的前一天。据说孩子死前留下了遗书。编辑让我向警方证实这个消息，心里特别难过。警察说，孩子都死了，你就别再多问了。我很想知道遗书内容和孩子轻生的原因，但我更知道她的父母亲人会是多么痛苦。她才11岁！！,厌恶,低落,难过 | 痛苦,0,2,possible_label_mismatch
"哈哈哈…又一个神奇人物！这就叫报应啦，叫你平时做坏事。突然想起一件事,必须要说的.今天我在街上的时候,有个男的从我旁边经过,于是我就看了他一眼,发现他好娘娘腔,好恶心!!!这并不是重点,重点是他竟然无端端对着我说话!~~他说:你在等我啊!!!!!他那声音,我真想吐啊!!!恶心死了,幸好我跑得够快,不然被他""吃""了都不知道什么事.",低落,厌恶,恶心,0,2,possible_label_mismatch
回复唉可惜把握不了呀把握自己的幸福。我想我喜欢的男人我就等你，就等你，你没结婚我等你，你结了婚，我还等，我现在等你，我以后等你，我永远等你，我等你，我等你，我等死你。我也需要他牵着我的手往前走，没有他，前边的风景再好，我也不想看，我什么都不想看。,厌恶,喜悦,喜欢 | 幸福,0,2,possible_label_mismatch
。【刘翔和史冬鹏在围脖一段对话很有爱！很萌!！有图有真相】史:亲爱的小翔翔，生日快乐，我们永远爱你。翔:哦哟喂。。史哥发话了。谢谢。我也爱你！啵！哈哈！史：注意点。翔:呃。。这不是我经常和你说的话吗？史:人家不好意思嘛。。翔：哦买噶。。这是你吗？史:我都受不了自己了@crystal612,厌恶,喜悦,快乐 | 哈哈,0,2,possible_label_mismatch
po一张蓝调庄园的照片，其他更多请前往开心网，哈哈~,低落,喜悦,开心 | 哈哈,0,2,possible_label_mismatch
来贵阳开演唱会有乃开心勒嘛、要梦到你和小黄结婚，结果他穿着五彩战衣把你抢走哦~MB勒。黄看到会不会打我哦~！！我梦见来贵阳开演唱会！！！好开心，结果电话响起，把我脱回现实！！！,愤怒,喜悦,开心,0,2,possible_label_mismatch
请看这个被女友了哈哈哈在开心网看帖子，惊现壮硕的腿！正偷笑之际居然看到底下一张是自己的腿。。。我居然第一次看到这帖子。。。早知道就让用张好看点的。。。更2的是我居然“被女友”了请你付钱！！,厌恶,喜悦,开心 | 哈哈,0,2,possible_label_mismatch
有句话怎么说的？“不信抬头看，苍天饶过谁”，等着吧，出来混迟早要还的看到这样的荷兰，真替德国人惋惜。如果德国也踢这么脏，弗雷德里希的大脚，可以把阿隆索踹到看台上。斯内德，想拿金球的人，居然这样恶意去伤人。作为从1988年开始喜欢巴斯滕的球迷，我不喜欢这样的荷兰。德容，你丫学过泰拳，这叫正踹，泰拳最犀利的招数之一。,低落,喜悦,喜欢,0,2,possible_label_mismatch
你的杯具是不长眼色，哈哈，我的杯具是重名几率有点高。还有这个“敏感话题”，你是怕新浪的监控不赶快顺藤摸瓜查过去还是怎么滴，哈哈。那几个关键词+关键词，还是尽快处理一下。该销毁的销毁，该转移的转移。乐呵一下。刚才在围脖里和筒靴私信聊了一些敏感话题。无意中晃了一下QQ，头像里闪烁着一个“刘菲”的人。之前忘记是否加过的QQ。直接对QQ上的刘菲说，原来你在这里，还私信个啥。结果QQ上的刘菲蹦出来，谁给你私信了啊？,愤怒,喜悦,哈哈,0,2,possible_label_mismatch
这样的他世界上还有吗？也许有，不过估计我这辈子是遇不到了。8错！这样的他咱没遇上~~~这是我最喜欢的爱情故事。两人分手后多年，在一个城市不期而遇。男：“你好吗？”女：“好。”男：“他好吗？”女：“好。”女的问：“你好吗？”男的回答：“好。”女：“她好吗？”男：“她刚告诉我她很好。”-----这是我最喜欢的爱情故事。,厌恶,喜悦,喜欢,0,2,possible_label_mismatch
是二姨的旧爱，不是我的旧爱哟，我宜家仲爱紧！我咁专一哈哈哈鸡总的旧爱呀——旧爱总是美好的事实，多陈年还是事实！哈哈哈你个JR，陈年往事都拉出来说你二姨第三者插足了猴子和海马，阴功哟海马演过宣萱的妹妹，宣萱演过二姨的姐姐，二姨和海马共同享用过一个男人。尊冤孽,低落,喜悦,哈哈,0,2,possible_label_mismatch
生活在围脖里真让人绝望更让人绝望的是我是高中思想政治课老师我已经没法上课了自己讲的话大部分都是假话恶心至极我自己都听不下去捞。。。。。举个例子：中国敏感词立党为公执政为民始终把人民群众的根本利益作为一切工作的出发点和落脚点。。。,愤怒,低落,绝望,0,2,possible_label_mismatch
你什么时候说话这么让人心疼了还是因为你平时总那么开心的样子让人不易查觉你的情绪跑跑跑结束之后，就有点让人blx了，让我爆一下粗口先，人还没下去，你们一个个喊其他人的名字喊的很开心，但是站在上面的人以及他的粉丝只能伤心了杰希的话，“安静！其实，待会儿李炜和武艺，你们想要谁来都行，可是听我唱完这首歌可以吗”果然真人是一道坎，希米露啊，杰希真的需要大家给力啊,厌恶,喜悦,开心,0,2,possible_label_mismatch
羡慕ing~结婚72年仍然这么浪漫【与子偕老】结婚已有72年的老夫妻，在丈夫临终前办了第二次结婚仪式而圆满结束在人世间的婚姻生活。93岁的波登得知自己的时间不多，他想到要给自己夫人最后一个惊喜，因此建议临终前再举办结婚仪式。87岁的秀儿很高兴的接受了丈夫建议，就在丈夫的病床前举行了结婚，给周围人带来深深的感动与羡慕。,厌恶,喜悦,高兴 | 惊喜,0,2,possible_label_mismatch
康永哥好有趣啊哈哈哈哈啊?!!!是大師嗎???是大師!!!.....啊!....大師啊!....大師!....您一路好走啊啊啊啊啊啊..............(漸小聲燈滅)那怕是小小的生意，也要与时俱进。在这个信息的时代，任何点滴都可能成为风生水起的生意经。在北京的台湾夜市档口，聪明的主人知道如何利用信息为自己的档口制造亮点。,厌恶,喜悦,哈哈,0,2,possible_label_mismatch
哈哈哈，他们俩到底谁先说呢，还是是默契，甜蜜的哦。。。心里真为他俩口子高兴，真好。。。果然是一个被窝里出来的主儿....瞧这默契晚安,厌恶,喜悦,高兴 | 哈哈,0,2,possible_label_mismatch
"我才活了25年，现在刚结婚才几天，可是我们夫妻都不准备要孩子，我们想早点离开这个天朝。哈哈哈哈哈这个,他们决不答应还有最后一项任务，粉丝要过百万除了娶妻生子这个任务我还没有完成,人生其他任务我都已经完成了,苟活于天朝四十余年,我可以死了,而且我希望自己断子绝孙,这是我的肺腑之言",愤怒,喜悦,哈哈,0,2,possible_label_mismatch
回复要死，我一想到这些娘亲哟，就觉得阴功，我记得我们以前聊的很深入的，现在都不记得了，哈哈，怀念以前咱俩YY猴子和二姨的时候，还有那个给咱俩情欲八卦老猴子，笑死了嗯八卦对人影响很深，记得很多年前二姨被拍到和粥粥在猴子的酒吧亲密劈酒，狗崽说她正和猴子闹分手心情不好还要跑上去唱歌唱得是「假如让我说下去」，「红绿灯」阴公，我现在一听这俩歌就想到二姨和猴子的造孽事哟。,低落,喜悦,哈哈 | 笑死,0,2,possible_label_mismatch
生命是一种过程而不是一个目的。------苦和甜来自外界，体味幸福则来自内心。------学会感恩，学会满足，让快乐溢满生命的花篮。------只要心是晴朗的就没有雨天！,厌恶,喜悦,快乐 | 幸福,0,2,possible_label_mismatch
哈哈，好像被罚站了似的。祝博宁新婚快乐！最后句感觉黄黄的。。。终于能休息几天了，鸟国的疲惫之旅，回国的时间紧张！今天站到最后感觉臀部有些抽筋了,厌恶,喜悦,快乐 | 哈哈,0,2,possible_label_mismatch
对说：从《非诚勿扰》中看见你的第一眼起，就发觉你真的很漂亮，给人一种很清爽，很舒服的感觉。一直在背后默默支持你~！~,厌恶,喜悦,舒服 | 爽,0,2,possible_label_mismatch
