text,label,text_length,risk_reason
其实好烦...,厌恶,7,weak_label_evidence
我可怜的手啊,厌恶,6,weak_label_evidence
真正的秋天来到了,喜悦,8,weak_label_evidence
有芭蕾基础！,喜悦,6,weak_label_evidence
骷顱鞋好可愛喔,喜悦,7,weak_label_evidence
對說：謝啦,喜悦,5,weak_label_evidence
地球在融化,厌恶,5,weak_label_evidence
中美友谊长存。,喜悦,7,weak_label_evidence
感激不尽.,喜悦,5,weak_label_evidence
给官员们讲政治,喜悦,7,weak_label_evidence
我叫没脾气,喜悦,5,weak_label_evidence
工作OK啦～,低落,6,weak_label_evidence
久违了的电话粥,低落,7,weak_label_evidence
这图很有杀伤力,愤怒,7,weak_label_evidence
这个好玩,低落,4,weak_label_evidence
牙齿痛啊~~~,愤怒,7,weak_label_evidence
减肥大业。,愤怒,5,weak_label_evidence
敏兒阿敏兒,厌恶,5,weak_label_evidence
跟进！这张好。：,喜悦,8,weak_label_evidence
嘿嘿哈。,喜悦,4,weak_label_evidence
我知足，我常乐~,喜悦,8,weak_label_evidence
无法挽回的事实,厌恶,7,weak_label_evidence
不值。嗯。,厌恶,5,weak_label_evidence
一定要用盐水泡。,厌恶,8,weak_label_evidence
其实我不想当林太,厌恶,8,weak_label_evidence
对说：希瑤,喜悦,5,weak_label_evidence
烦烦烦烦烦,愤怒,5,weak_label_evidence
黑幕芒果台大黑幕,愤怒,8,weak_label_evidence
眼睛疼死了。,厌恶,6,weak_label_evidence
我要看《四棵杨》,愤怒,8,weak_label_evidence
太有才了芨阈?,喜悦,7,weak_label_evidence
晓萌晓萌巴黎,喜悦,6,weak_label_evidence
我都想参加啊~~,愤怒,8,weak_label_evidence
对说：这哪丑了,低落,7,weak_label_evidence
减肥必备用图,愤怒,6,weak_label_evidence
有鹌鹑少爷,喜悦,5,weak_label_evidence
支持妳！,厌恶,4,weak_label_evidence
衣服也可以遗传咩,厌恶,8,weak_label_evidence
降半旗致哀,厌恶,5,weak_label_evidence
好诗配好画,喜悦,5,weak_label_evidence
美丽的玉树。,厌恶,6,weak_label_evidence
做一些温馨的事。,厌恶,8,weak_label_evidence
然后换旗子！,厌恶,6,weak_label_evidence
訓醒咗眼又腫啦~,愤怒,8,weak_label_evidence
当然能读哈,愤怒,5,weak_label_evidence
打打打打打劫！,喜悦,7,weak_label_evidence
我是幸运的小白鼠,低落,8,weak_label_evidence
我晕分享图片,愤怒,6,weak_label_evidence
亞峯出場啦,低落,5,weak_label_evidence
来张合照~~,喜悦,6,weak_label_evidence
又上火又想吃烧烤,厌恶,8,weak_label_evidence
好酷的POSE！,喜悦,8,weak_label_evidence
。巨蟹座15分,喜悦,7,weak_label_evidence
周立波先生,喜悦,5,weak_label_evidence
幾分鐘的約會,喜悦,6,weak_label_evidence
改踢人式过墙吧,喜悦,7,weak_label_evidence
千万别相信网聊,愤怒,7,weak_label_evidence
还要几天？,厌恶,5,weak_label_evidence
保罗走好~,厌恶,5,weak_label_evidence
没有情况···,厌恶,7,weak_label_evidence
万事开头难吖,愤怒,6,weak_label_evidence
又是转基因！,愤怒,6,weak_label_evidence
回覆謝謝!吆芸鞏,喜悦,8,weak_label_evidence
終於回家哩。,厌恶,6,weak_label_evidence
萌死我算了,愤怒,5,weak_label_evidence
鸭梨的果然高级。,低落,8,weak_label_evidence
叔走拉，去飞拉,厌恶,7,weak_label_evidence
我恨停水>.<,低落,7,weak_label_evidence
好漂亮啊分享图片,低落,8,weak_label_evidence
肚子疼死了…,厌恶,6,weak_label_evidence
到时候来玩玩看~,喜悦,8,weak_label_evidence
忙到焦头烂额,厌恶,6,weak_label_evidence
在台下拍吴启华,喜悦,7,weak_label_evidence
回复哪里~,喜悦,5,weak_label_evidence
同不负责任。,愤怒,6,weak_label_evidence
回复同意！好热啊,愤怒,8,weak_label_evidence
。乡村爱情,喜悦,5,weak_label_evidence
命中注定我爱你,喜悦,7,weak_label_evidence
大白梨你真强,喜悦,6,weak_label_evidence
月底很忙碌,愤怒,5,weak_label_evidence
过什么节。不过。,低落,8,weak_label_evidence
...天秤座。,厌恶,7,weak_label_evidence
这算不算低调。,愤怒,7,weak_label_evidence
和在干嘛呢？,低落,6,weak_label_evidence
追求不低--,厌恶,6,weak_label_evidence
。。。。。。,低落,6,weak_label_evidence
比我票啊~~~,愤怒,7,weak_label_evidence
我的头发……,厌恶,6,weak_label_evidence
没问题的！加油！,愤怒,8,weak_label_evidence
伟大的北京南站,低落,7,weak_label_evidence
要紧记补充干粮,愤怒,7,weak_label_evidence
意悲不已啊,厌恶,5,weak_label_evidence
不用怕!抱緊妳!,愤怒,8,weak_label_evidence
分享图片想你了,厌恶,7,weak_label_evidence
又开始悲催了,厌恶,6,weak_label_evidence
一大早喷鼻血~~,厌恶,8,weak_label_evidence
想吃葡萄。,厌恶,5,weak_label_evidence
黑眼圈黑烟圈,厌恶,6,weak_label_evidence
分手说爱你,厌恶,5,weak_label_evidence
胖子招惹谁了呀?,厌恶,8,weak_label_evidence
却无风尘味~,愤怒,6,weak_label_evidence
省钱需要毅力！,愤怒,7,weak_label_evidence
打印出来吧··,厌恶,7,weak_label_evidence
手机摔坏了,厌恶,5,weak_label_evidence
祝福。一路走好,厌恶,7,weak_label_evidence
今天918呀,厌恶,6,weak_label_evidence
睇到起曬雞皮,愤怒,6,weak_label_evidence
sizeupup,愤怒,8,weak_label_evidence
情色暧昧。,厌恶,5,weak_label_evidence
晚安，可耻的秋膘,厌恶,8,weak_label_evidence
她不懂!你不懂,厌恶,7,weak_label_evidence
什么啊！！！！,低落,7,weak_label_evidence
准备买个上网本~,愤怒,8,weak_label_evidence
我来去去晦气！,厌恶,7,weak_label_evidence
"终于四号了,,",厌恶,7,weak_label_evidence
咋牙又疼上了！,愤怒,7,weak_label_evidence
不会吧？？？,厌恶,6,weak_label_evidence
市纪委介入】,愤怒,6,weak_label_evidence
菲菲，生日快啰,愤怒,7,weak_label_evidence
鬼怎么了？？,低落,6,weak_label_evidence
LS居然忘词,低落,6,weak_label_evidence
永久的痛！,厌恶,5,weak_label_evidence
小小纪念一下！,低落,7,weak_label_evidence
痴情小猫。,低落,5,weak_label_evidence
pu霸气腹黑猫。,低落,8,weak_label_evidence
噪音好烦躁。。。,低落,8,weak_label_evidence
上来打个招呼……,低落,8,weak_label_evidence
会考，希望能过吧,低落,8,weak_label_evidence
唉唉唉唉唉唉~,低落,7,weak_label_evidence
我在发烧。,低落,5,weak_label_evidence
宋晓青杜明汉,低落,6,weak_label_evidence
脑袋饱到想呕~,低落,7,weak_label_evidence
娃娃一个簽售側拍,低落,8,weak_label_evidence
。不招人惦记,低落,6,weak_label_evidence
苹果涨价了。,低落,6,weak_label_evidence
得罪天蝎座。,低落,6,weak_label_evidence
没0？？[0],低落,7,weak_label_evidence
恨你。。。。,低落,6,weak_label_evidence
希望今晚翻风成功,低落,8,weak_label_evidence
发了几个没回复,低落,7,weak_label_evidence
我最怕的?,低落,5,weak_label_evidence
今朝有酒今朝醉吧,低落,8,weak_label_evidence
听日就归家啦！,低落,7,weak_label_evidence
你不要逼我！！！,低落,8,weak_label_evidence
心淡···,低落,5,weak_label_evidence
杭州快下雨吧。。,低落,8,weak_label_evidence
还是那么得深情,低落,7,weak_label_evidence
噢噢我是,低落,4,weak_label_evidence
生了个蛋呗~,低落,6,weak_label_evidence
吓瓜我了大女人,低落,7,weak_label_evidence
-阿狸的梦之城堡,低落,8,weak_label_evidence
明天一整天的课~,低落,8,weak_label_evidence
很拽嘛正面的来了,低落,8,weak_label_evidence
一只固执的猪,低落,6,weak_label_evidence
小姨家的二狗蛋,低落,7,weak_label_evidence
【代】可爱,低落,5,weak_label_evidence
怪自己自作多情。,低落,8,weak_label_evidence
文学！素材！,低落,6,weak_label_evidence
小蕊蕊，欢迎你！,低落,8,weak_label_evidence
有一顿没一顿的,低落,7,weak_label_evidence
周日银行人还真多,低落,8,weak_label_evidence
鸭梨太大。。,低落,6,weak_label_evidence
真好。。,低落,4,weak_label_evidence
好爱微博、,低落,5,weak_label_evidence
中午吃什么呢？,低落,7,weak_label_evidence
噗...--很好,低落,8,weak_label_evidence
黑夜也有阳光！,低落,7,weak_label_evidence
又瞌火了一个,低落,6,weak_label_evidence
今天开始去补习。,低落,8,weak_label_evidence
再啊不去了,低落,5,weak_label_evidence
65年前的今天,低落,7,weak_label_evidence
涉外，明年见……,低落,8,weak_label_evidence
二姨丢人丢尽了,低落,7,weak_label_evidence
哼，你們都欺負我,低落,8,weak_label_evidence
头痛死了……,低落,6,weak_label_evidence
没有。。。,低落,5,weak_label_evidence
你不介意我介意!,低落,8,weak_label_evidence
恭喜我们家那位。,低落,8,weak_label_evidence
~~~初戰告捷,低落,7,weak_label_evidence
减肥又失败了~,低落,7,weak_label_evidence
艹，贝巴。。。,低落,7,weak_label_evidence
苦中作乐吗,低落,5,weak_label_evidence
表情好好哦~,低落,6,weak_label_evidence
这个二学位,低落,5,weak_label_evidence
”【gif】,低落,6,weak_label_evidence
做世界第一,低落,5,weak_label_evidence
谁让你拉我裤子滴,低落,8,weak_label_evidence
好美的脸和身材！,低落,8,weak_label_evidence
神马日子啊！,低落,6,weak_label_evidence
精英就快成精啦！,低落,8,weak_label_evidence
网速不行啊,低落,5,weak_label_evidence
人手一部爱凤四,低落,7,weak_label_evidence
ｉｋｎｏｗｓｉｒ,低落,8,weak_label_evidence
下一个是罗本？,低落,7,weak_label_evidence
和谁团圆,低落,4,weak_label_evidence
头发剪短了~,低落,6,weak_label_evidence
诺森德，姐来了！,低落,8,weak_label_evidence
退博会传染？,低落,6,weak_label_evidence
推荐应用：,低落,5,weak_label_evidence
各种强烈的！！,低落,7,weak_label_evidence
勁歌王新晉歌手,低落,7,weak_label_evidence
蓝天办月票不？,低落,7,weak_label_evidence
南瓜节啦~~~,低落,7,weak_label_evidence
内裤的颜色,低落,5,weak_label_evidence
某人终于来了,低落,6,weak_label_evidence
某某的药不能停啊,低落,8,weak_label_evidence
要文斗不要武斗,低落,7,weak_label_evidence
后天期中考,低落,5,weak_label_evidence
飞吧..我要飞！,低落,8,weak_label_evidence
河南惊现预言哥,低落,7,weak_label_evidence
支持一哈国货,低落,6,weak_label_evidence
无聊…@刘?,低落,6,weak_label_evidence
逆反中。。。,低落,6,weak_label_evidence
思念太猖狂。。。,低落,8,weak_label_evidence
遇见正宗妈妈桑,低落,7,weak_label_evidence
下大雨真烦！！,低落,7,weak_label_evidence
没我啥事射手座。,低落,8,weak_label_evidence
煮夫正在做泡菜！,低落,8,weak_label_evidence
各种撞！！！,低落,6,weak_label_evidence
我才没有变大娘,低落,7,weak_label_evidence
尽早心情哈差呀!,低落,8,weak_label_evidence
淡定了！要保持！,低落,8,weak_label_evidence
明天动手.!,低落,6,weak_label_evidence
多瑞咪发嗦,低落,5,weak_label_evidence
新班主任好长气吖,低落,8,weak_label_evidence
一遍紅海呀！！,低落,7,weak_label_evidence
我原来好能坚持,低落,7,weak_label_evidence
单反族很反动,低落,6,weak_label_evidence
到底是什么！！,低落,7,weak_label_evidence
意大利被射了！,低落,7,weak_label_evidence
也不约我去做客！,低落,8,weak_label_evidence
昨天的心情糟透了,低落,8,weak_label_evidence
回复了解。,低落,5,weak_label_evidence
这真是乱套了,低落,6,weak_label_evidence
",,,许巍",低落,5,weak_label_evidence
嘿嘿没大毛病,低落,6,weak_label_evidence
抓狂中，真是的,低落,7,weak_label_evidence
遙控車隊!!!,低落,7,weak_label_evidence
噁心巴拉的人。,低落,7,weak_label_evidence
阿伯．．．,低落,5,weak_label_evidence
周末没人约。,低落,6,weak_label_evidence
阳光明媚每一天~,低落,8,weak_label_evidence
靠。美的电器,低落,6,weak_label_evidence
",真拿自己当根葱",低落,8,weak_label_evidence
谢耳朵！赞美:。,低落,8,weak_label_evidence
分享幕后花絮照,低落,7,weak_label_evidence
